fichier,ligne,mot_suspect,original,modernise
Nieuhof_ambassade_1665_bpt6k15120824.tsv,123,Lathyrus,"Il dit ailleurs qu’un certain Eudoxus fuyant la cholere du Roy Lathyrus, s’embarqua ſur le Golphe Arabique, & qu’ayant couru toutes les coſtes d’Afrique, il arriva aux Gades d’Eſpagne. ","Il dit ailleurs qu'un certain Eudoxus fuyant la colère du Roi Lathyrus, s'embarqua sur le Golf Arabique, et qu'ayant couru toutes les côtes d'Afrique, il arriva aux Gades d'Espagne. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,124,Cælius,Et avant cela Cælius Antipater aſſeuroit qu’il avoit veu un homme qui alloit par Mer d’Eſpagne en Ethiopie pour trafiquer:,Et avant cela Cælius Antipater assurait qu'il avait vu un homme qui allait par Mer d'Espagne en Éthiopie pour trafiquer:
Nieuhof_ambassade_1665_bpt6k15120824.tsv,125,Nepos,"Et Cornelius Nepos affirmoit qu'un Roy de Suede fit preſent à Aſranius Proconſul des Gaules de quelques Indiens, leſquels trafiquans vers le Septentrion, avoient eſté jettez par la tempeſte en la Mer de Germanie. ","Et Cornelius Nepos affirmait qu'un Roi de Suède fit présent à Asranius Proconsul des Gaules de quelques Indiens, lesquels trafiquant vers le Septentrion, avaient été jetés par la tempête en la Mer de Germanie. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,125,Asranius,"Et Cornelius Nepos affirmoit qu'un Roy de Suede fit preſent à Aſranius Proconſul des Gaules de quelques Indiens, leſquels trafiquans vers le Septentrion, avoient eſté jettez par la tempeſte en la Mer de Germanie. ","Et Cornelius Nepos affirmait qu'un Roi de Suède fit présent à Asranius Proconsul des Gaules de quelques Indiens, lesquels trafiquant vers le Septentrion, avaient été jetés par la tempête en la Mer de Germanie. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,126,Tanaïs,"Diodore dit que les Argonautes apres avoir conquis la Toiſon d’or entrerent du Pont Euxin dans le Tanais, monterent juſques à ſa ſource, & qu’ayans fait quelque chemin par terre, ils trouverent un autre Fleuve qui les mena en la Mer du Nord, & que revenans par la Mer Oceane & Occidentale, laiſſans tousjours les terres à gauche, ils rentrerent en la Mediterranée par le détroit d’Afrique, & arriverent en Italie au Havre de Telamon. ","Diodore dit que les Argonautes après avoir conquis la Toison d'or entrèrent du Pont Euxin dans le Tanaïs, montèrent jusques à sa source, et qu'ayant fait quelque chemin par terre, ils trouvèrent un autre Fleuve qui les mena en la Mer du Nord, et que revenant par la Mer Océane et Occidentale, laissant toujours les terres à gauche, ils rentrèrent en la Méditerranée par le détroit d'Afrique, et arrivèrent en Italie au Havre de Télamon. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,128,Laer,"Theophraſte Diſciple d'Ariſtote ordonna par teſtament, qu'une Carte univerſelle de la terre qu’il avoit, fut miſe apres ſon decés en une Galerie du Lycée, où il avoit enſeigné, dit Laer au l. 5. ","Théophraste Disciple d'Aristote ordonna par testament, qu'une Carte universelle de la terre qu'il avait, fut mise après son décès en une Galerie du Lycée, où il avait enseigné, dit Laer au l. 5. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,130,Diognetus,"Diognetus, & Biton tracerent curieuſement en une Carte les chemins qu’avoit tenu Alexandre dans ſes conqueſtes. ","Diognetus, et Biton tracèrent curieusement en une Carte les chemins qu'avait tenu Alexandre dans ses conquêtes. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,130,Biton,"Diognetus, & Biton tracerent curieuſement en une Carte les chemins qu’avoit tenu Alexandre dans ſes conqueſtes. ","Diognetus, et Biton tracèrent curieusement en une Carte les chemins qu'avait tenu Alexandre dans ses conquêtes. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,133,Archélaüs,"La priſe de ce Royaume épuvanta preſque tous les autres, tout ce qu’il luy ſembla beau luy parut facile, & la terreur de l'Aſie luy ſceut ouvrir le chemin de l'Europe ſi heureuſement, que par le moyen de ſes Lieutenans Archelaus & Neopteleme, fort experts en la marine, il ſe rendit maiſtre des Cyclades, de Dele, de Negrepont, d’Athenes, & d'autres Provinces. ","La prise de ce Royaume épouvanta presque tous les autres, tout ce qu'il lui sembla beau lui parut facile, et la terreur de l'Asie lui sut ouvrir le chemin de l'Europe si heureusement, que par le moyen de ses Lieutenants Archélaüs et Néoptolème, fort experts en la marine, il se rendit maître des Cyclades, de Dele, de Négrepont, d'Athènes, et d'autres Provinces."
Nieuhof_ambassade_1665_bpt6k15120824.tsv,133,Dele,"La priſe de ce Royaume épuvanta preſque tous les autres, tout ce qu’il luy ſembla beau luy parut facile, & la terreur de l'Aſie luy ſceut ouvrir le chemin de l'Europe ſi heureuſement, que par le moyen de ſes Lieutenans Archelaus & Neopteleme, fort experts en la marine, il ſe rendit maiſtre des Cyclades, de Dele, de Negrepont, d’Athenes, & d'autres Provinces. ","La prise de ce Royaume épouvanta presque tous les autres, tout ce qu'il lui sembla beau lui parut facile, et la terreur de l'Asie lui sut ouvrir le chemin de l'Europe si heureusement, que par le moyen de ses Lieutenants Archélaüs et Néoptolème, fort experts en la marine, il se rendit maître des Cyclades, de Dele, de Négrepont, d'Athènes, et d'autres Provinces."
Nieuhof_ambassade_1665_bpt6k15120824.tsv,135,Tigranes,"Et non de merveille, s’il remit ſi facilement l’Eſpagne en l’obeiſſance des Romains, s’il vainquit deux fois Mithridate, & trois fois Tigranes;","Et non de merveille, s'il remit si facilement l'Espagne en l'obéissance des Romains, s'il vainquit deux fois Mithridate, et trois fois Tigranes;"
Nieuhof_ambassade_1665_bpt6k15120824.tsv,136,Ibériens,"s'il dompta Herode Roy d’Albanie, & le Roy des Iberiens Artaxés;","s'il dompta Hérode Roi d'Albanie, et le Roi des Ibériens Artaxés;"
Nieuhof_ambassade_1665_bpt6k15120824.tsv,136,Artaxés,"s'il dompta Herode Roy d’Albanie, & le Roy des Iberiens Artaxés;","s'il dompta Hérode Roi d'Albanie, et le Roi des Ibériens Artaxés;"
Nieuhof_ambassade_1665_bpt6k15120824.tsv,137,Ituriens,"s'il conquit avec leurs Royaumes la Syrie, & la phænicie, ſurmonta les Ituriens, les Arabes, les Juifs, & ſix autres Nations voiſines;","s'il conquit avec leurs Royaumes la Syrie, et la Phénicie, surmonta les Ituriens, les Arabes, les Juifs, et six autres Nations voisines;"
Nieuhof_ambassade_1665_bpt6k15120824.tsv,139,Felix,"Felix Malleolus dans ſon Traité de la Nobleſſe aſſeure qu’il a eu entre les mains une deſcription de tout le monde ancien, commencée par Jules Ceſar, & achevée ſous Auguſte. ","Felix Malleolus dans son Traité de la Noblesse assure qu'il a eu entre les mains une description de tout le monde ancien, commencée par Jules César, et achevée sous Auguste. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,139,Malleolus,"Felix Malleolus dans ſon Traité de la Nobleſſe aſſeure qu’il a eu entre les mains une deſcription de tout le monde ancien, commencée par Jules Ceſar, & achevée ſous Auguſte. ","Felix Malleolus dans son Traité de la Noblesse assure qu'il a eu entre les mains une description de tout le monde ancien, commencée par Jules César, et achevée sous Auguste. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,140,qu'Ethicus,"Ce qui s’accorde avec ce qu’Ethicus Autheur ancien dit en ſa Coſmographie, que ſous les regnes de Jules & d’Auguſte par ordre du Senat, on envoya par tout l’univers des Geographes pour en faire une deſcription. ","Ce qui s'accorde avec ce qu'Ethicus Auteur ancien dit en sa Cosmographie, que sous les règnes de Jules et d'Auguste par ordre du Sénat, on envoya par tout l'univers des Géographes pour en faire une description. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,141,Cirinus,"L'Evangile nous apprend que lors que dans les autres Provinces, diverſes perſonnes travailloient à ce deſſein, on découvrit la Judée ſous les Preſidens Cirinus & Quirinus. ","L'Évangile nous apprend que lors que dans les autres Provinces, diverses personnes travaillaient à ce dessein, on découvrit la Judée sous les Présidents Cirinus et Quirinus. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,147,Damasippus,"Democrite ût auſſi une telle paſſion pour la découverte des Mers & Païs étrangers, qu’apres la mort de ſon pere Damaſippus, il ceda tous ſes heritages à ſes deux freres, & le tranſporta en Egypte, en Chaldée, & en l’Inde. ","Démocrite eut aussi une telle passion pour la découverte des Mers et Pays étrangers, qu'après la mort de son père Damasippus, il cèda tous ses héritages à ses deux frères, et le transporta en Égypte, en Chaldée, et en l'Inde. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,147,cèda,"Democrite ût auſſi une telle paſſion pour la découverte des Mers & Païs étrangers, qu’apres la mort de ſon pere Damaſippus, il ceda tous ſes heritages à ſes deux freres, & le tranſporta en Egypte, en Chaldée, & en l’Inde. ","Démocrite eut aussi une telle passion pour la découverte des Mers et Pays étrangers, qu'après la mort de son père Damasippus, il cèda tous ses héritages à ses deux frères, et le transporta en Égypte, en Chaldée, et en l'Inde. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,148,Anaximander,"Homere (qui eſt nommé de Strabon le Prince des Geographes) ne nous a pas peu laiſſé de lumieres en la connoiſſance des Terres étrangeres, comme auſſi Anaximander le Mileſien, Hecateus, Dicæarchus, Ephore, Eratoſthenes, Platon, Polybe, Poſſidonius, Ptolemée, Pomponius Mela, Solinus, Marinus Tyrius, Strabon, & grand nombre d’autres. ","Homère (qui est nommé de Strabon le Prince des Géographes) ne nous a pas peu laissé de lumières en la connaissance des Terres étrangères, comme aussi Anaximander le Milesien, Hecateus, Dicæarchus, Ephore, Eratosthenes, Platon, Polybe, Possidonius, Ptolémée, Pomponius Mela, Solinus, Marinus Tyrius, Strabon, et grand nombre d'autres. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,148,Milesien,"Homere (qui eſt nommé de Strabon le Prince des Geographes) ne nous a pas peu laiſſé de lumieres en la connoiſſance des Terres étrangeres, comme auſſi Anaximander le Mileſien, Hecateus, Dicæarchus, Ephore, Eratoſthenes, Platon, Polybe, Poſſidonius, Ptolemée, Pomponius Mela, Solinus, Marinus Tyrius, Strabon, & grand nombre d’autres. ","Homère (qui est nommé de Strabon le Prince des Géographes) ne nous a pas peu laissé de lumières en la connaissance des Terres étrangères, comme aussi Anaximander le Milesien, Hecateus, Dicæarchus, Ephore, Eratosthenes, Platon, Polybe, Possidonius, Ptolémée, Pomponius Mela, Solinus, Marinus Tyrius, Strabon, et grand nombre d'autres. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,148,Hecateus,"Homere (qui eſt nommé de Strabon le Prince des Geographes) ne nous a pas peu laiſſé de lumieres en la connoiſſance des Terres étrangeres, comme auſſi Anaximander le Mileſien, Hecateus, Dicæarchus, Ephore, Eratoſthenes, Platon, Polybe, Poſſidonius, Ptolemée, Pomponius Mela, Solinus, Marinus Tyrius, Strabon, & grand nombre d’autres. ","Homère (qui est nommé de Strabon le Prince des Géographes) ne nous a pas peu laissé de lumières en la connaissance des Terres étrangères, comme aussi Anaximander le Milesien, Hecateus, Dicæarchus, Ephore, Eratosthenes, Platon, Polybe, Possidonius, Ptolémée, Pomponius Mela, Solinus, Marinus Tyrius, Strabon, et grand nombre d'autres. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,148,Dicæarchus,"Homere (qui eſt nommé de Strabon le Prince des Geographes) ne nous a pas peu laiſſé de lumieres en la connoiſſance des Terres étrangeres, comme auſſi Anaximander le Mileſien, Hecateus, Dicæarchus, Ephore, Eratoſthenes, Platon, Polybe, Poſſidonius, Ptolemée, Pomponius Mela, Solinus, Marinus Tyrius, Strabon, & grand nombre d’autres. ","Homère (qui est nommé de Strabon le Prince des Géographes) ne nous a pas peu laissé de lumières en la connaissance des Terres étrangères, comme aussi Anaximander le Milesien, Hecateus, Dicæarchus, Ephore, Eratosthenes, Platon, Polybe, Possidonius, Ptolémée, Pomponius Mela, Solinus, Marinus Tyrius, Strabon, et grand nombre d'autres. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,148,Ephore,"Homere (qui eſt nommé de Strabon le Prince des Geographes) ne nous a pas peu laiſſé de lumieres en la connoiſſance des Terres étrangeres, comme auſſi Anaximander le Mileſien, Hecateus, Dicæarchus, Ephore, Eratoſthenes, Platon, Polybe, Poſſidonius, Ptolemée, Pomponius Mela, Solinus, Marinus Tyrius, Strabon, & grand nombre d’autres. ","Homère (qui est nommé de Strabon le Prince des Géographes) ne nous a pas peu laissé de lumières en la connaissance des Terres étrangères, comme aussi Anaximander le Milesien, Hecateus, Dicæarchus, Ephore, Eratosthenes, Platon, Polybe, Possidonius, Ptolémée, Pomponius Mela, Solinus, Marinus Tyrius, Strabon, et grand nombre d'autres. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,148,Eratosthenes,"Homere (qui eſt nommé de Strabon le Prince des Geographes) ne nous a pas peu laiſſé de lumieres en la connoiſſance des Terres étrangeres, comme auſſi Anaximander le Mileſien, Hecateus, Dicæarchus, Ephore, Eratoſthenes, Platon, Polybe, Poſſidonius, Ptolemée, Pomponius Mela, Solinus, Marinus Tyrius, Strabon, & grand nombre d’autres. ","Homère (qui est nommé de Strabon le Prince des Géographes) ne nous a pas peu laissé de lumières en la connaissance des Terres étrangères, comme aussi Anaximander le Milesien, Hecateus, Dicæarchus, Ephore, Eratosthenes, Platon, Polybe, Possidonius, Ptolémée, Pomponius Mela, Solinus, Marinus Tyrius, Strabon, et grand nombre d'autres. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,148,Possidonius,"Homere (qui eſt nommé de Strabon le Prince des Geographes) ne nous a pas peu laiſſé de lumieres en la connoiſſance des Terres étrangeres, comme auſſi Anaximander le Mileſien, Hecateus, Dicæarchus, Ephore, Eratoſthenes, Platon, Polybe, Poſſidonius, Ptolemée, Pomponius Mela, Solinus, Marinus Tyrius, Strabon, & grand nombre d’autres. ","Homère (qui est nommé de Strabon le Prince des Géographes) ne nous a pas peu laissé de lumières en la connaissance des Terres étrangères, comme aussi Anaximander le Milesien, Hecateus, Dicæarchus, Ephore, Eratosthenes, Platon, Polybe, Possidonius, Ptolémée, Pomponius Mela, Solinus, Marinus Tyrius, Strabon, et grand nombre d'autres. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,148,Mela,"Homere (qui eſt nommé de Strabon le Prince des Geographes) ne nous a pas peu laiſſé de lumieres en la connoiſſance des Terres étrangeres, comme auſſi Anaximander le Mileſien, Hecateus, Dicæarchus, Ephore, Eratoſthenes, Platon, Polybe, Poſſidonius, Ptolemée, Pomponius Mela, Solinus, Marinus Tyrius, Strabon, & grand nombre d’autres. ","Homère (qui est nommé de Strabon le Prince des Géographes) ne nous a pas peu laissé de lumières en la connaissance des Terres étrangères, comme aussi Anaximander le Milesien, Hecateus, Dicæarchus, Ephore, Eratosthenes, Platon, Polybe, Possidonius, Ptolémée, Pomponius Mela, Solinus, Marinus Tyrius, Strabon, et grand nombre d'autres. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,148,Tyrius,"Homere (qui eſt nommé de Strabon le Prince des Geographes) ne nous a pas peu laiſſé de lumieres en la connoiſſance des Terres étrangeres, comme auſſi Anaximander le Mileſien, Hecateus, Dicæarchus, Ephore, Eratoſthenes, Platon, Polybe, Poſſidonius, Ptolemée, Pomponius Mela, Solinus, Marinus Tyrius, Strabon, & grand nombre d’autres. ","Homère (qui est nommé de Strabon le Prince des Géographes) ne nous a pas peu laissé de lumières en la connaissance des Terres étrangères, comme aussi Anaximander le Milesien, Hecateus, Dicæarchus, Ephore, Eratosthenes, Platon, Polybe, Possidonius, Ptolémée, Pomponius Mela, Solinus, Marinus Tyrius, Strabon, et grand nombre d'autres. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,151,Ethicus,"Pluſieurs hommes doctes comme Ethicus, & autres, ayans depuis mis la main à l’Itineraire de l’Empire, & y ayans adjouſté diverſes Villes celebres de leur temps, inconnuës aux Anciens, ont fait douter qui eſtoit le premier Autheur de cét Itineraire de l’Empire Romain, qui communement porte le nom d’Antoninus Pius. ","Plusieurs hommes doctes comme Ethicus, et autres, ayant depuis mis la main à l'Itinéraire de l'Empire, et y ayant ajouté diverses Villes célèbres de leur temps, inconnues aux Anciens, ont fait douter qui était le premier Auteur de cet Itinéraire de l'Empire Romain, qui communément porte le nom d'Antoninus Pius. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,151,d'Antoninus,"Pluſieurs hommes doctes comme Ethicus, & autres, ayans depuis mis la main à l’Itineraire de l’Empire, & y ayans adjouſté diverſes Villes celebres de leur temps, inconnuës aux Anciens, ont fait douter qui eſtoit le premier Autheur de cét Itineraire de l’Empire Romain, qui communement porte le nom d’Antoninus Pius. ","Plusieurs hommes doctes comme Ethicus, et autres, ayant depuis mis la main à l'Itinéraire de l'Empire, et y ayant ajouté diverses Villes célèbres de leur temps, inconnues aux Anciens, ont fait douter qui était le premier Auteur de cet Itinéraire de l'Empire Romain, qui communément porte le nom d'Antoninus Pius. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,159,Tulé,ou depuis le Mont Atlas juſques à l'Iſle Tulé en l’extremité d’Eſcoſſe. ,ou depuis le Mont Atlas jusques à l'Île Tulé en l'extrémité d'Écosse. 
Nieuhof_ambassade_1665_bpt6k15120824.tsv,170,Suidas,"Nous ne ſçavons perſonne qui avant Semiramis ſe ſoit rendue conſiderable ſur Mer, ſelon le rapport de Diodore, & de Suidas, qui nous aſſeurent que cette Princeſſe voulant conquerir l’Inde, fit baſtir à Bactres trois mille Navires, en fagot, c’eſt à dire qui ſe pouvoient demonter, pour les tranſporter par terre ſur des chameaux, ſur le fleuve Indus, & que pour les conduire elle fit lever des gens de Mer en Syrie, Phœnicie, Egypte, Cypre, Cilicie, & autres Païs juſques en l’Heleſpont. ","Nous ne savons personne qui avant Sémiramis se soit rendue considérable sur Mer, selon le rapport de Diodore, et de Suidas, qui nous assurent que cette Princesse voulant conquérir l'Inde, fit bâtir à Bactres trois mille Navires, en fagot, c'est à dire qui se pouvaient démonter, pour les transporter par terre sur des chameaux, sur le fleuve Indus, et que pour les conduire elle fit lever des gens de Mer en Syrie, Phénicie, Égypte, Chypre, Cilicie, et autres Pays jusques en l'Hellespont. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,170,Bactres,"Nous ne ſçavons perſonne qui avant Semiramis ſe ſoit rendue conſiderable ſur Mer, ſelon le rapport de Diodore, & de Suidas, qui nous aſſeurent que cette Princeſſe voulant conquerir l’Inde, fit baſtir à Bactres trois mille Navires, en fagot, c’eſt à dire qui ſe pouvoient demonter, pour les tranſporter par terre ſur des chameaux, ſur le fleuve Indus, & que pour les conduire elle fit lever des gens de Mer en Syrie, Phœnicie, Egypte, Cypre, Cilicie, & autres Païs juſques en l’Heleſpont. ","Nous ne savons personne qui avant Sémiramis se soit rendue considérable sur Mer, selon le rapport de Diodore, et de Suidas, qui nous assurent que cette Princesse voulant conquérir l'Inde, fit bâtir à Bactres trois mille Navires, en fagot, c'est à dire qui se pouvaient démonter, pour les transporter par terre sur des chameaux, sur le fleuve Indus, et que pour les conduire elle fit lever des gens de Mer en Syrie, Phénicie, Égypte, Chypre, Cilicie, et autres Pays jusques en l'Hellespont. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,171,Stabrobates,"Cette Reine donna Bataille ſur le fleuve Indus, & defit l’Armée navalle du Roy Stabrobates, & y enfonca mille Navires Indiens l’an 1963. avant la naiſſance de noſtre Seigneur. ","Cette Reine donna Bataille sur le fleuve Indus, et défit l'Armée navale du Roi Stabrobates, et y enfonça mille Navires Indiens l'an 1963. avant la naissance de notre Seigneur. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,172,d'Agenor,"Entre les Grecs le plus ancien que nous ayons pû trouver, dut Thucydide au l. eſt Minos, fils de Jupiter Roy de Candie, & d’Europe fille d’Agenor Roy de Tyr. ","Entre les Grecs le plus ancien que nous ayons pu trouver, dut Thucydide au l. est Minos, fils de Jupiter Roi de Candie, et d'Europe fille d'Agenor Roi de Tyr. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,174,postérit,"Il rangea à ſa devotion les Atheniens, & toutes les Coſtes des Mers voiſines furent la matiere & le prix de ſes victoires, & y donna des Loix qui furent en tres-grande veneration à la poſterité juſques au temps de Cæcilius Metellus, qui triompha de Crete, au rapport d’Eutrope en ſon livre 6. ","Il rangea à sa dévotion les Athéniens, et toutes les Côtes des Mers voisines furent la matière et le prix de ses victoires, et y donna des Lois qui furent en très-grande vénération à la  postérit jusques au temps de Caecilius Metellus, qui triompha de Crète, au rapport d'Eutrope en son livre 6. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,174,Caecilius,"Il rangea à ſa devotion les Atheniens, & toutes les Coſtes des Mers voiſines furent la matiere & le prix de ſes victoires, & y donna des Loix qui furent en tres-grande veneration à la poſterité juſques au temps de Cæcilius Metellus, qui triompha de Crete, au rapport d’Eutrope en ſon livre 6. ","Il rangea à sa dévotion les Athéniens, et toutes les Côtes des Mers voisines furent la matière et le prix de ses victoires, et y donna des Lois qui furent en très-grande vénération à la  postérit jusques au temps de Caecilius Metellus, qui triompha de Crète, au rapport d'Eutrope en son livre 6. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,174,d'Eutrope,"Il rangea à ſa devotion les Atheniens, & toutes les Coſtes des Mers voiſines furent la matiere & le prix de ſes victoires, & y donna des Loix qui furent en tres-grande veneration à la poſterité juſques au temps de Cæcilius Metellus, qui triompha de Crete, au rapport d’Eutrope en ſon livre 6. ","Il rangea à sa dévotion les Athéniens, et toutes les Côtes des Mers voisines furent la matière et le prix de ses victoires, et y donna des Lois qui furent en très-grande vénération à la  postérit jusques au temps de Caecilius Metellus, qui triompha de Crète, au rapport d'Eutrope en son livre 6. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,176,Triptolemus,"S. comme auſſi Triptolemus Marchand de bled, lequel en ayant tranſporté par les Villes maritimes dans une Galere qui avoit ſon eſperon fait en teſte de Serpent, le gouvernail reſſemblant à la queuë, & les avirons aux nageoires, bailla occaſions à la fable des Serpens aiſlez. ","S. comme aussi Triptolemus Marchand de blé, lequel en ayant transporté par les Villes maritimes dans une Galère qui avait son éperon fait en tête de Serpent, le gouvernail ressemblant à la queue, et les avirons aux nageoires, bailla occasions à la fable des Serpents ailés. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,178,Teucer,"Car l’on remarque qu’environ cent ans aprés la mort de Minos, Teucer eſtant ſorti de Crete pour venir en la petite Aſie, ſon fils Dardanus, ayant judicieuſement reconnu qu’il n’euſt ſceu trouver lieu plus propre à fortifier, pour ſe rendre Maiſtre de la Mer, que le détroit de l’Helleſpont, baſtit au pied du Mont Ida ſur le bord de la Mer, en un lieu où l’Aſie n'eſt éloignée de l’Europe que de 1500. pas, une ville à laquelle il donna ſon nom, & de laquelle ce détroit eſt encor nommé Dardanelles, où ſont les anciennes villes de Seitos & d’Abydos, pres deſquelles Xerxes Roy des perſes fit paſſer ſon armée ſur un pont fait de bateaux, & de navires enchaiſnez, pour aller conqueſter la Grece. ","Car l'on remarque qu'environ cent ans après la mort de Minos, Teucer étant sorti de Crète pour venir en la petite Asie, son fils Dardanus, ayant judicieusement reconnu qu'il n'eût su trouver lieu plus propre à fortifier, pour se rendre Maître de la Mer, que le détroit de l'Hellespont, bâtit au pied du Mont Ida sur le bord de la Mer, en un lieu où l'Asie n'est éloignée de l'Europe que de 1500. pas, une ville à laquelle il donna son nom, et de laquelle ce détroit est encore nommé Dardanelles, où sont les anciennes villes de Seitos et d'Abydos, près desquelles Xerxès Roi des perses fit passer son armée sur un pont fait de bateaux, et de navires enchaînez, pour aller conquête la Grèce. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,178,Dardanus,"Car l’on remarque qu’environ cent ans aprés la mort de Minos, Teucer eſtant ſorti de Crete pour venir en la petite Aſie, ſon fils Dardanus, ayant judicieuſement reconnu qu’il n’euſt ſceu trouver lieu plus propre à fortifier, pour ſe rendre Maiſtre de la Mer, que le détroit de l’Helleſpont, baſtit au pied du Mont Ida ſur le bord de la Mer, en un lieu où l’Aſie n'eſt éloignée de l’Europe que de 1500. pas, une ville à laquelle il donna ſon nom, & de laquelle ce détroit eſt encor nommé Dardanelles, où ſont les anciennes villes de Seitos & d’Abydos, pres deſquelles Xerxes Roy des perſes fit paſſer ſon armée ſur un pont fait de bateaux, & de navires enchaiſnez, pour aller conqueſter la Grece. ","Car l'on remarque qu'environ cent ans après la mort de Minos, Teucer étant sorti de Crète pour venir en la petite Asie, son fils Dardanus, ayant judicieusement reconnu qu'il n'eût su trouver lieu plus propre à fortifier, pour se rendre Maître de la Mer, que le détroit de l'Hellespont, bâtit au pied du Mont Ida sur le bord de la Mer, en un lieu où l'Asie n'est éloignée de l'Europe que de 1500. pas, une ville à laquelle il donna son nom, et de laquelle ce détroit est encore nommé Dardanelles, où sont les anciennes villes de Seitos et d'Abydos, près desquelles Xerxès Roi des perses fit passer son armée sur un pont fait de bateaux, et de navires enchaînez, pour aller conquête la Grèce. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,178,Seitos,"Car l’on remarque qu’environ cent ans aprés la mort de Minos, Teucer eſtant ſorti de Crete pour venir en la petite Aſie, ſon fils Dardanus, ayant judicieuſement reconnu qu’il n’euſt ſceu trouver lieu plus propre à fortifier, pour ſe rendre Maiſtre de la Mer, que le détroit de l’Helleſpont, baſtit au pied du Mont Ida ſur le bord de la Mer, en un lieu où l’Aſie n'eſt éloignée de l’Europe que de 1500. pas, une ville à laquelle il donna ſon nom, & de laquelle ce détroit eſt encor nommé Dardanelles, où ſont les anciennes villes de Seitos & d’Abydos, pres deſquelles Xerxes Roy des perſes fit paſſer ſon armée ſur un pont fait de bateaux, & de navires enchaiſnez, pour aller conqueſter la Grece. ","Car l'on remarque qu'environ cent ans après la mort de Minos, Teucer étant sorti de Crète pour venir en la petite Asie, son fils Dardanus, ayant judicieusement reconnu qu'il n'eût su trouver lieu plus propre à fortifier, pour se rendre Maître de la Mer, que le détroit de l'Hellespont, bâtit au pied du Mont Ida sur le bord de la Mer, en un lieu où l'Asie n'est éloignée de l'Europe que de 1500. pas, une ville à laquelle il donna son nom, et de laquelle ce détroit est encore nommé Dardanelles, où sont les anciennes villes de Seitos et d'Abydos, près desquelles Xerxès Roi des perses fit passer son armée sur un pont fait de bateaux, et de navires enchaînez, pour aller conquête la Grèce. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,178,d'Abydos,"Car l’on remarque qu’environ cent ans aprés la mort de Minos, Teucer eſtant ſorti de Crete pour venir en la petite Aſie, ſon fils Dardanus, ayant judicieuſement reconnu qu’il n’euſt ſceu trouver lieu plus propre à fortifier, pour ſe rendre Maiſtre de la Mer, que le détroit de l’Helleſpont, baſtit au pied du Mont Ida ſur le bord de la Mer, en un lieu où l’Aſie n'eſt éloignée de l’Europe que de 1500. pas, une ville à laquelle il donna ſon nom, & de laquelle ce détroit eſt encor nommé Dardanelles, où ſont les anciennes villes de Seitos & d’Abydos, pres deſquelles Xerxes Roy des perſes fit paſſer ſon armée ſur un pont fait de bateaux, & de navires enchaiſnez, pour aller conqueſter la Grece. ","Car l'on remarque qu'environ cent ans après la mort de Minos, Teucer étant sorti de Crète pour venir en la petite Asie, son fils Dardanus, ayant judicieusement reconnu qu'il n'eût su trouver lieu plus propre à fortifier, pour se rendre Maître de la Mer, que le détroit de l'Hellespont, bâtit au pied du Mont Ida sur le bord de la Mer, en un lieu où l'Asie n'est éloignée de l'Europe que de 1500. pas, une ville à laquelle il donna son nom, et de laquelle ce détroit est encore nommé Dardanelles, où sont les anciennes villes de Seitos et d'Abydos, près desquelles Xerxès Roi des perses fit passer son armée sur un pont fait de bateaux, et de navires enchaînez, pour aller conquête la Grèce. "
